filepath,filename,class_label,class_index,split,width,height,size_bytes,sha256
data/raw/NEU-CLS/NEU-CLS/Cr_285.bmp,Cr_285.bmp,crazing,0,train,200,200,41078,6223544740558d8480ef82dfa2251818fe26e80bbcd2752c602810718dac2b57
data/raw/NEU-CLS/NEU-CLS/Cr_177.bmp,Cr_177.bmp,crazing,0,train,200,200,41078,291ae8204d9092a69a22407d6ba8999cb01753280216c7fc62937b3ff4660a1e
data/raw/NEU-CLS/NEU-CLS/Cr_103.bmp,Cr_103.bmp,crazing,0,train,200,200,41078,bb8e042395b9e611cd9e51ec2012210411823ae03450368467e1c45b8fa6e56e
data/raw/NEU-CLS/NEU-CLS/Cr_84.bmp,Cr_84.bmp,crazing,0,train,200,200,41078,839dd8237ee5a4da1c5833328c54b62dc4f396b615914f3279bf9158ddb8d334
data/raw/NEU-CLS/NEU-CLS/Cr_21.bmp,Cr_21.bmp,crazing,0,train,200,200,41078,e43005271e795d3f59c3caeb4c6b74cfb675d82f6fa8fca491d9d99c2bfcfdc2
data/raw/NEU-CLS/NEU-CLS/Cr_270.bmp,Cr_270.bmp,crazing,0,train,200,200,41078,f3d08c8f22fdcb468807ef61039228d034c55e88ee43c0b01cab686719623e96
data/raw/NEU-CLS/NEU-CLS/Cr_13.bmp,Cr_13.bmp,crazing,0,train,200,200,41078,e727532b311f0dc758e23151d68b4db063b7ca7655c0b46fc5f41b6800f1f55f
data/raw/NEU-CLS/NEU-CLS/Cr_37.bmp,Cr_37.bmp,crazing,0,train,200,200,41078,4c468c0f4d3f584c57047e26c65408b615f1c703e7d438c7d13bfab1857501eb
data/raw/NEU-CLS/NEU-CLS/Cr_262.bmp,Cr_262.bmp,crazing,0,train,200,200,41078,e581436015050a844da19734d1eb7bf211e429c6bc6ba9c14395c0ab69ba1319
data/raw/NEU-CLS/NEU-CLS/Cr_56.bmp,Cr_56.bmp,crazing,0,train,200,200,41078,9d677df74e456d0f36cc8a0226d9fa6728f5115550a76c658be19d9f93de0ff5
data/raw/NEU-CLS/NEU-CLS/Cr_196.bmp,Cr_196.bmp,crazing,0,train,200,200,41078,d387bd04ee59e556cbf374b1ca1ddac048134e1ed30243293b6039d978e4edfa
data/raw/NEU-CLS/NEU-CLS/Cr_202.bmp,Cr_202.bmp,crazing,0,train,200,200,41078,58d856103fd015bfe95bcb2b0d7bb7aaefbc67f9ff0bbc665224d8a8f65a29f6
data/raw/NEU-CLS/NEU-CLS/Cr_142.bmp,Cr_142.bmp,crazing,0,train,200,200,41078,d72dbd06fdaf5eeaa19dbd32a3f12fea137d46832e78f8e8aa31c2d5ee84cb76
data/raw/NEU-CLS/NEU-CLS/Cr_57.bmp,Cr_57.bmp,crazing,0,train,200,200,41078,4ef674c7a41dddd3a50ecc83eecb8b8aeb0448c1032eb710e463f9002004d42a
data/raw/NEU-CLS/NEU-CLS/Cr_47.bmp,Cr_47.bmp,crazing,0,train,200,200,41078,47a5bb9654c8eadad600e135f06c2f1c0ab25e48885a15fb90a1d9e5bb2a2cff
data/raw/NEU-CLS/NEU-CLS/Cr_78.bmp,Cr_78.bmp,crazing,0,train,200,200,41078,b4f054d0fad58db819d7876aa07bfdecb345717254bc0f5acded4cdc77b17ebf
data/raw/NEU-CLS/NEU-CLS/Cr_165.bmp,Cr_165.bmp,crazing,0,train,200,200,41078,5e43b87a5cb4083ef2fad01e160ac5cc3c4cce6057cab98092a9af14d1a290a3
data/raw/NEU-CLS/NEU-CLS/Cr_70.bmp,Cr_70.bmp,crazing,0,train,200,200,41078,e2d152c5966277d1f3214378b6ab7c682bcb42afff06b0b60a5e080ed4f89733
data/raw/NEU-CLS/NEU-CLS/Cr_19.bmp,Cr_19.bmp,crazing,0,train,200,200,41078,af73abab5cb09812a0726955ddd63b0f3cba66936f1f1a0bcfca065f115acdcd
data/raw/NEU-CLS/NEU-CLS/Cr_64.bmp,Cr_64.bmp,crazing,0,train,200,200,41078,e1361d6561f34dae165b805017626fd42f7d3e01259f218ccc0cdc04029202fb
data/raw/NEU-CLS/NEU-CLS/Cr_242.bmp,Cr_242.bmp,crazing,0,train,200,200,41078,3159297684652fb5f8a2e03984c9ccbe716f61429ce43743e92bac39f6de30e8
data/raw/NEU-CLS/NEU-CLS/Cr_287.bmp,Cr_287.bmp,crazing,0,train,200,200,41078,5da545e41c55aa0669460944b14b1860397d9bc0023c2941d0d03683b5efb66b
data/raw/NEU-CLS/NEU-CLS/Cr_149.bmp,Cr_149.bmp,crazing,0,train,200,200,41078,d06749fbd9bfdaf29d034a1cf54b075eceb3e29fdff0c8dcc9a15d88aefab01c
data/raw/NEU-CLS/NEU-CLS/Cr_104.bmp,Cr_104.bmp,crazing,0,train,200,200,41078,93fad7a71d921253cb77cac3de197419c1abab25161bb4dba5dc67ee7213da83
data/raw/NEU-CLS/NEU-CLS/Cr_71.bmp,Cr_71.bmp,crazing,0,train,200,200,41078,002f769ef0d6febf79b6d7dd0b5a91ecb59238ecc5742fe8613129ee557d59d5
data/raw/NEU-CLS/NEU-CLS/Cr_122.bmp,Cr_122.bmp,crazing,0,train,200,200,41078,5ee9ec4b696647105c4246a88b1513ea0f11fe189cf51886be8bd8775e3a4077
data/raw/NEU-CLS/NEU-CLS/Cr_39.bmp,Cr_39.bmp,crazing,0,train,200,200,41078,b8582e310f616c887f38dc84f1ee6d482584f4be0eb0b9928ad11dcad322aa7c
data/raw/NEU-CLS/NEU-CLS/Cr_200.bmp,Cr_200.bmp,crazing,0,train,200,200,41078,01f8a6ce6c0c1a39aa823e2eb300eeba2c608dd5037292c0d9d9ccdb9e90adbc
data/raw/NEU-CLS/NEU-CLS/Cr_224.bmp,Cr_224.bmp,crazing,0,train,200,200,41078,ce0e577df5be15b93eec4ba77d744e77f94fce74d751bb9264da26ed8d55b219
data/raw/NEU-CLS/NEU-CLS/Cr_237.bmp,Cr_237.bmp,crazing,0,train,200,200,41078,aa94df623e869587721bb48b8659c6103604fc82cabdd9a50265e3777857f474
data/raw/NEU-CLS/NEU-CLS/Cr_194.bmp,Cr_194.bmp,crazing,0,train,200,200,41078,e73c2a724cd9557971721294233600a9a1318ceb988b44388be9167bb4a4ea13
data/raw/NEU-CLS/NEU-CLS/Cr_85.bmp,Cr_85.bmp,crazing,0,train,200,200,41078,e2389b270ef44ceea1051e45e79ce9a2e0059d7b423a6fbfb3468a396d22c0f7
data/raw/NEU-CLS/NEU-CLS/Cr_27.bmp,Cr_27.bmp,crazing,0,train,200,200,41078,4641548014b0cb7c60ca20b48e089c1a46ab9f9978926cdb9e1ab604f492a4df
data/raw/NEU-CLS/NEU-CLS/Cr_38.bmp,Cr_38.bmp,crazing,0,train,200,200,41078,bb9742c40ac24cc15051f7d1e09f5d68fcbd8f66b7b9aa56fa598da2e9007432
data/raw/NEU-CLS/NEU-CLS/Cr_48.bmp,Cr_48.bmp,crazing,0,train,200,200,41078,ebe6956e3ef8443ff3ba71f5dc05f1b3bd0ff988125bbfaf8e9a1e039fb73578
data/raw/NEU-CLS/NEU-CLS/Cr_140.bmp,Cr_140.bmp,crazing,0,train,200,200,41078,0ee13bdb25a30169a1d37d8458a00bc19b9550002f846c6097f45f9151cfc26b
data/raw/NEU-CLS/NEU-CLS/Cr_6.bmp,Cr_6.bmp,crazing,0,train,200,200,41078,2bfbbe71f76ce4f6ae62a07c7ebee2a824a5996367274247b4cf72fbdbee0aaa
data/raw/NEU-CLS/NEU-CLS/Cr_34.bmp,Cr_34.bmp,crazing,0,train,200,200,41078,a959f8a1c73b5de1c4b3cee7d8732328ac8e96debc4191ed173002d05ecb76a3
data/raw/NEU-CLS/NEU-CLS/Cr_295.bmp,Cr_295.bmp,crazing,0,train,200,200,41078,6408b795748c047314cc76c12e9196266840f22a480ad1c04a6ffc7fc650b9e7
data/raw/NEU-CLS/NEU-CLS/Cr_41.bmp,Cr_41.bmp,crazing,0,train,200,200,41078,a50a61f59daa7104414897d9e7c3c16917efdbf6240075dc3811068421df3710
data/raw/NEU-CLS/NEU-CLS/Cr_218.bmp,Cr_218.bmp,crazing,0,train,200,200,41078,e67e416e0a2f92dae4cf597c42acb076fc6cb4435a57ede7d3edb7c3c357a864
data/raw/NEU-CLS/NEU-CLS/Cr_158.bmp,Cr_158.bmp,crazing,0,train,200,200,41078,5fd9c14cd414054ae4c2158596e85a515f5e4848120c8c92a11f2c3532f9cfab
data/raw/NEU-CLS/NEU-CLS/Cr_286.bmp,Cr_286.bmp,crazing,0,train,200,200,41078,0cdee2c13d3ba24ffbc9933f990ac9456bf96d40957d7bfe93c1acd093961720
data/raw/NEU-CLS/NEU-CLS/Cr_137.bmp,Cr_137.bmp,crazing,0,train,200,200,41078,c12f5e931d2b0b87838db823a00415eaa8586dc5c338773f83bd0c754603a3da
data/raw/NEU-CLS/NEU-CLS/Cr_217.bmp,Cr_217.bmp,crazing,0,train,200,200,41078,1a3eee58ea35f890e3567898ff8629a7ba56010d80df3372c09bc7bba3208ad2
data/raw/NEU-CLS/NEU-CLS/Cr_72.bmp,Cr_72.bmp,crazing,0,train,200,200,41078,2a29886cd6c185bf8a95dbe14dd5a0b7e274f8650048931960e4b32671ff0f4b
data/raw/NEU-CLS/NEU-CLS/Cr_73.bmp,Cr_73.bmp,crazing,0,train,200,200,41078,132de7e78fc71bb441a549bbb5b44d7f65ff4caa502817398b48b2b85af7a871
data/raw/NEU-CLS/NEU-CLS/Cr_33.bmp,Cr_33.bmp,crazing,0,train,200,200,41078,9368974137ab8fffa0a9f3c5a77d4e20a9f57298a331e01a60931b7ff614812a
data/raw/NEU-CLS/NEU-CLS/Cr_107.bmp,Cr_107.bmp,crazing,0,train,200,200,41078,a1c447ba065a1efa45a2b123589bcd5eac775cdb178027f6a13b45937c33b2cb
data/raw/NEU-CLS/NEU-CLS/Cr_22.bmp,Cr_22.bmp,crazing,0,train,200,200,41078,4dda83ee77c6530c8ce3693b4f9a4bcd8b812bb92cac4f81939ada9b4daa2890
data/raw/NEU-CLS/NEU-CLS/Cr_189.bmp,Cr_189.bmp,crazing,0,train,200,200,41078,d637f6abab8cc85b5c952f53f22af7fe780fce3868f517460c7edd783b513437
data/raw/NEU-CLS/NEU-CLS/Cr_77.bmp,Cr_77.bmp,crazing,0,train,200,200,41078,46d958ef8d779fcb3379968f61c5824bf2af40233f39b3db62badcbe89cb9fda
data/raw/NEU-CLS/NEU-CLS/Cr_24.bmp,Cr_24.bmp,crazing,0,train,200,200,41078,e79c3ee9925299831eb47afbe177c1a5060abc37b285e0d15bf2ca099bea6165
data/raw/NEU-CLS/NEU-CLS/Cr_69.bmp,Cr_69.bmp,crazing,0,train,200,200,41078,d4f52732367588d77ef2096e8e4a21f4474f76b6155c7747007b991ddbbc18e4
data/raw/NEU-CLS/NEU-CLS/Cr_235.bmp,Cr_235.bmp,crazing,0,train,200,200,41078,c71df889b8b1f8d390674304f37e0e7bdd226a8a3ad2147fda5f9d00305a69c0
data/raw/NEU-CLS/NEU-CLS/Cr_240.bmp,Cr_240.bmp,crazing,0,train,200,200,41078,fc93a958738abbcdd54ce74d6795af309a3e4f4ccdb1a391783eb6c725c86c0a
data/raw/NEU-CLS/NEU-CLS/Cr_3.bmp,Cr_3.bmp,crazing,0,train,200,200,41078,c239512df9907fae4d6dde7994eeb939b90a986f3b3d8ac0518676150f1b8d53
data/raw/NEU-CLS/NEU-CLS/Cr_232.bmp,Cr_232.bmp,crazing,0,train,200,200,41078,bc1d62a46b7971506c486adc4942bfcb729ea4cf5a89d86a1488f797a4d02cd4
data/raw/NEU-CLS/NEU-CLS/Cr_289.bmp,Cr_289.bmp,crazing,0,train,200,200,41078,39d0939c7665a8c4bef01fb3b0a720de0f671b51facda77da270b738ae8c4bd8
data/raw/NEU-CLS/NEU-CLS/Cr_127.bmp,Cr_127.bmp,crazing,0,train,200,200,41078,317a026895c28abebe7d04bac3db458c70f15c13b04414bb7963c709742d419b
data/raw/NEU-CLS/NEU-CLS/Cr_89.bmp,Cr_89.bmp,crazing,0,train,200,200,41078,2915f124ef3ae611a8d4b16f7defa0a06d32fa954c41e45cc93b19586a539f3a
data/raw/NEU-CLS/NEU-CLS/Cr_99.bmp,Cr_99.bmp,crazing,0,train,200,200,41078,97797fd807bb637c41e1ab76a6cec3e1543c8c950507b5ca870764bc808a8d27
data/raw/NEU-CLS/NEU-CLS/Cr_159.bmp,Cr_159.bmp,crazing,0,train,200,200,41078,e5cb64100f8147b7171535f9eab39260d2a8da3fdc16316cee5ef1c716ceb639
data/raw/NEU-CLS/NEU-CLS/Cr_259.bmp,Cr_259.bmp,crazing,0,train,200,200,41078,9c65e6a0a29749e5e7cfa86bfe58c845a81c1c5342c52ea8f6b420e68048f1c8
data/raw/NEU-CLS/NEU-CLS/Cr_7.bmp,Cr_7.bmp,crazing,0,train,200,200,41078,3275c32a0d8338514b25567b625f1f4a03f33a3d628ae64e794b32939de6a965
data/raw/NEU-CLS/NEU-CLS/Cr_288.bmp,Cr_288.bmp,crazing,0,train,200,200,41078,a63650502ed18fe3ca2fb74d6944cc8c708a837b72fbad61e915c535db8619b1
data/raw/NEU-CLS/NEU-CLS/Cr_176.bmp,Cr_176.bmp,crazing,0,train,200,200,41078,c40db0b942636fc653c8fa945b0ca5ffc19c0b65ef5df01d19d9cdf1e472f9f1
data/raw/NEU-CLS/NEU-CLS/Cr_145.bmp,Cr_145.bmp,crazing,0,train,200,200,41078,9257034690e64bb40be1fb3d73c9a81e811319dcff80610bb0e4e8d3c53c4374
data/raw/NEU-CLS/NEU-CLS/Cr_223.bmp,Cr_223.bmp,crazing,0,train,200,200,41078,6371f67b86760c96787a1433de17da5a5e4c9e864a82943fbdcfbd4ff3ee1287
data/raw/NEU-CLS/NEU-CLS/Cr_181.bmp,Cr_181.bmp,crazing,0,train,200,200,41078,e1bc44e4c653d758861207f2ce8d107b3a8f3312d507b0302a7916ac36edeee6
data/raw/NEU-CLS/NEU-CLS/Cr_46.bmp,Cr_46.bmp,crazing,0,train,200,200,41078,0d8f17da18740975bea3e7f15576e9b6c88050fac92460214a2b60a7d81a6016
data/raw/NEU-CLS/NEU-CLS/Cr_179.bmp,Cr_179.bmp,crazing,0,train,200,200,41078,a2793466af0119777228758a507c08706c6154329b1585be4cf0d5aeba7f6d54
data/raw/NEU-CLS/NEU-CLS/Cr_244.bmp,Cr_244.bmp,crazing,0,train,200,200,41078,988e36f2df9d2b694e904b5f8ba2a708921ce3c0a7d5ac45abe031223ac849ad
data/raw/NEU-CLS/NEU-CLS/Cr_186.bmp,Cr_186.bmp,crazing,0,train,200,200,41078,dc393f273b6b55f9bedda0c187271c632009a70492a85ccc2b0b1097f531ef69
data/raw/NEU-CLS/NEU-CLS/Cr_293.bmp,Cr_293.bmp,crazing,0,train,200,200,41078,3487d389db2da5c5a794fbce20a9bd15f0fc56b8c9cea1f3df36ed5f20ca580b
data/raw/NEU-CLS/NEU-CLS/Cr_290.bmp,Cr_290.bmp,crazing,0,train,200,200,41078,ad5f9d5aa76bdde41c5545084f3675c985798478fe8f854d5b2ba214358bb1ba
data/raw/NEU-CLS/NEU-CLS/Cr_275.bmp,Cr_275.bmp,crazing,0,train,200,200,41078,4fe7ab46f56e8d3069a92775bd8d8eb9d4b3f8ecce3b4b75a19254f904075be8
data/raw/NEU-CLS/NEU-CLS/Cr_169.bmp,Cr_169.bmp,crazing,0,train,200,200,41078,257a03d7c36de428608f6b944997221c370e834d7d9e06bedebda898e3d198d7
data/raw/NEU-CLS/NEU-CLS/Cr_230.bmp,Cr_230.bmp,crazing,0,train,200,200,41078,bf79dc4ea49e88028e90fb762b93fcfd4944ae79107ed22cc92644b9266593dc
data/raw/NEU-CLS/NEU-CLS/Cr_129.bmp,Cr_129.bmp,crazing,0,train,200,200,41078,0bdfb1bde94d3eeb1c2f963bf5bc8ce88465da3c4814d1d3ecac719feec1e1fd
data/raw/NEU-CLS/NEU-CLS/Cr_118.bmp,Cr_118.bmp,crazing,0,train,200,200,41078,49137d254d07436c31569ce7f68e1a6567eba9ba8010426c046c24a7fb02a605
data/raw/NEU-CLS/NEU-CLS/Cr_162.bmp,Cr_162.bmp,crazing,0,train,200,200,41078,449a69401e21de8470fd8afa1fd831af7de1858414c9fba10682253b5e73da8a
data/raw/NEU-CLS/NEU-CLS/Cr_153.bmp,Cr_153.bmp,crazing,0,train,200,200,41078,133b02763922ade62a3ce0165b4fa90ac09037d1a32d76ea05be07381bb0bc5d
data/raw/NEU-CLS/NEU-CLS/Cr_175.bmp,Cr_175.bmp,crazing,0,train,200,200,41078,3e7a57ae75f8dfbfd9bacab7ddc74d4d24bf3a9da2069f37d115814019e08aa1
data/raw/NEU-CLS/NEU-CLS/Cr_210.bmp,Cr_210.bmp,crazing,0,train,200,200,41078,89d1c1dc5f0b91a2a83f32a846054310217fbd829aec6751872d8cd6a1cb44d8
data/raw/NEU-CLS/NEU-CLS/Cr_32.bmp,Cr_32.bmp,crazing,0,train,200,200,41078,2b40f4bfb7db725806ea7adee8fdd3f1c0f767aee9ee6d032d0d407284d69284
data/raw/NEU-CLS/NEU-CLS/Cr_271.bmp,Cr_271.bmp,crazing,0,train,200,200,41078,5d8c94ce1ba1e3fcacb827f02716630c922aad1e44bd51e979464fce632d4244
data/raw/NEU-CLS/NEU-CLS/Cr_238.bmp,Cr_238.bmp,crazing,0,train,200,200,41078,aa91c676a71531bc317c47c8b289b29bad7b6a9d042d124839708c3fea20efd2
data/raw/NEU-CLS/NEU-CLS/Cr_81.bmp,Cr_81.bmp,crazing,0,train,200,200,41078,6d361f737a2d5c62e5e946973392e265e72c1a7644e1360dbbda7dd7ddbdd709
data/raw/NEU-CLS/NEU-CLS/Cr_283.bmp,Cr_283.bmp,crazing,0,train,200,200,41078,cd228ac294e35d4b75aae057fad646f8e63507012932f7bcd6a3804d79862f3e
data/raw/NEU-CLS/NEU-CLS/Cr_193.bmp,Cr_193.bmp,crazing,0,train,200,200,41078,6a2db8c17c19b4e59f2d39763759e46e2ae4e85fe364e9fa32767226ae42633f
data/raw/NEU-CLS/NEU-CLS/Cr_297.bmp,Cr_297.bmp,crazing,0,train,200,200,41078,cfb96f777a32f2493c98fee570950a6f7b97e7c2d0a75b131a005593dc3b8529
data/raw/NEU-CLS/NEU-CLS/Cr_63.bmp,Cr_63.bmp,crazing,0,train,200,200,41078,864b8be8c9290aea06d5d450c074b74eaa54ecb6b7cc1694d47a8207e7ee0fae
data/raw/NEU-CLS/NEU-CLS/Cr_209.bmp,Cr_209.bmp,crazing,0,train,200,200,41078,6c1555896dc23a9f317ab5fa022da36112c18e0d140e26350d96290f24fa48d4
data/raw/NEU-CLS/NEU-CLS/Cr_108.bmp,Cr_108.bmp,crazing,0,train,200,200,41078,4ef00989dbf9a46fe7328e1565cece86be2f7276ec2dbe99f7dfd0552368bbda
data/raw/NEU-CLS/NEU-CLS/Cr_208.bmp,Cr_208.bmp,crazing,0,train,200,200,41078,4e259cd995575bed783f2e6730f46abff7e502070498588be9d7065e643153bb
data/raw/NEU-CLS/NEU-CLS/Cr_164.bmp,Cr_164.bmp,crazing,0,train,200,200,41078,be0c9459057e57293201e4095da51b889e9ebce34c501128ca63461dbc26eb74
data/raw/NEU-CLS/NEU-CLS/Cr_82.bmp,Cr_82.bmp,crazing,0,train,200,200,41078,516aa938260a5d44343106ec5b4d93fb4bc9699b5d750dc7be95d80625fe244c
data/raw/NEU-CLS/NEU-CLS/Cr_126.bmp,Cr_126.bmp,crazing,0,train,200,200,41078,14157caed415cb62fa715150f2c7c6f1436c927a1e3933f8be1e7b355afe252e
data/raw/NEU-CLS/NEU-CLS/Cr_105.bmp,Cr_105.bmp,crazing,0,train,200,200,41078,6ba1e609cb29f560070f2317dc5bbf28562d6235bf50a27835bf5ecb17ec3919
data/raw/NEU-CLS/NEU-CLS/Cr_154.bmp,Cr_154.bmp,crazing,0,train,200,200,41078,4e9bdc79c2f1db92ed7aaa23890ede993e2a25c19d6a4a1705f507fece6bd07f
data/raw/NEU-CLS/NEU-CLS/Cr_17.bmp,Cr_17.bmp,crazing,0,train,200,200,41078,29ed6d78125a0b83c9f62d4c12e21f3d540503f88bd47d2a3825768410808da5
data/raw/NEU-CLS/NEU-CLS/Cr_26.bmp,Cr_26.bmp,crazing,0,train,200,200,41078,7301a4c6d513226aecec55268a1294938a33c140515e07cd53f30328b620b51c
data/raw/NEU-CLS/NEU-CLS/Cr_30.bmp,Cr_30.bmp,crazing,0,train,200,200,41078,6b471f2b4c5a58fd3067db8ec1cf6c2eb0f6dc5bf95c15f6d96267ced6fc0dce
data/raw/NEU-CLS/NEU-CLS/Cr_102.bmp,Cr_102.bmp,crazing,0,train,200,200,41078,5d7989f4919aade592c216c163ff48fe9a7a132725abae1268c838ea4bec1de7
data/raw/NEU-CLS/NEU-CLS/Cr_96.bmp,Cr_96.bmp,crazing,0,train,200,200,41078,f252b3149350409b1db9761e594bebf422c772a467c7ffe760377b4e9e526718
data/raw/NEU-CLS/NEU-CLS/Cr_173.bmp,Cr_173.bmp,crazing,0,train,200,200,41078,96d6cb24a4eaa08cc9b86b517d16998034a384dbffdfd19d50aa2dbb9e015460
data/raw/NEU-CLS/NEU-CLS/Cr_58.bmp,Cr_58.bmp,crazing,0,train,200,200,41078,a2e5a6e49c9199d13e74344f44183fa8deaa4a5a4dabae5d34a2b1819f5c7f1a
data/raw/NEU-CLS/NEU-CLS/Cr_53.bmp,Cr_53.bmp,crazing,0,train,200,200,41078,d3012137459f6cce37311144eadefc6f1692ced44903330c6eaedfdb309ca9ca
data/raw/NEU-CLS/NEU-CLS/Cr_49.bmp,Cr_49.bmp,crazing,0,train,200,200,41078,f1ee2284bcb827b570d17d35bcee857ccc3c0e9466d41783f46956e57c754e3a
data/raw/NEU-CLS/NEU-CLS/Cr_185.bmp,Cr_185.bmp,crazing,0,train,200,200,41078,3034dfd09e21ed03441d05dda6dafceb1392193c8080fa4904ccc0537c15bc86
data/raw/NEU-CLS/NEU-CLS/Cr_252.bmp,Cr_252.bmp,crazing,0,train,200,200,41078,44a1699ae9f7f7bfa2224803fa14f20bf3a912e4316abbc9cfd70c5eec0aad9b
data/raw/NEU-CLS/NEU-CLS/Cr_144.bmp,Cr_144.bmp,crazing,0,train,200,200,41078,6890a8ed05ef78f87f89d20d642641584eed963cbafc0a2ba6cf926dc811e8ac
